Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geographic_location_(countryand/orsea;region),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,sample_acc,Sample Name,Sample_Name,Sequencing_method,SRA Study,Submitter_Id
ERR527160,WGS,200,6162813400,PRJEB6337,SAMEA2582038,4112963334,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,ena,s3","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492363,SAMEA2582038,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475268,SAMEA2582038,LD-23_Run4,Illumina hiseq 2000,ERP005860,LD-23_Run4
ERR527161,WGS,200,1394871000,PRJEB6337,SAMEA2582039,1007523867,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,s3,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492364,SAMEA2582039,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475269,SAMEA2582039,LD-24_Run3,Illumina hiseq 2000,ERP005860,LD-24_Run3
ERR527162,WGS,200,2338400600,PRJEB6337,SAMEA2582040,1729071429,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492365,SAMEA2582040,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475270,SAMEA2582040,LD-24_Run5,Illumina hiseq 2000,ERP005860,LD-24_Run5
ERR527163,WGS,200,212200,PRJEB6337,SAMEA2582041,174841,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,gs,ena","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492366,SAMEA2582041,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475271,SAMEA2582041,LD-25_Run3,Illumina hiseq 2000,ERP005860,LD-25_Run3
ERR527164,WGS,200,3970551400,PRJEB6337,SAMEA2582042,2837860219,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492367,SAMEA2582042,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475272,SAMEA2582042,LD-25_Run5,Illumina hiseq 2000,ERP005860,LD-25_Run5
ERR527165,WGS,200,10720817600,PRJEB6337,SAMEA2582043,7943875146,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,gs,ena","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492368,SAMEA2582043,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475273,SAMEA2582043,LD-26_Run2,Illumina hiseq 2000,ERP005860,LD-26_Run2
ERR527166,WGS,200,641491200,PRJEB6337,SAMEA2582044,486498226,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,gs,ena","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492369,SAMEA2582044,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475274,SAMEA2582044,LD-27_Run2,Illumina hiseq 2000,ERP005860,LD-27_Run2
ERR527167,WGS,200,103497800,PRJEB6337,SAMEA2582045,74595634,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492370,SAMEA2582045,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475275,SAMEA2582045,LD-27_Run3,Illumina hiseq 2000,ERP005860,LD-27_Run3
ERR527168,WGS,200,7686752200,PRJEB6337,SAMEA2582046,5531843203,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,ena,s3","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492371,SAMEA2582046,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475276,SAMEA2582046,LD-27_Run4,Illumina hiseq 2000,ERP005860,LD-27_Run4
ERR527169,WGS,200,1316130200,PRJEB6337,SAMEA2582047,946875559,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,s3,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492372,SAMEA2582047,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475277,SAMEA2582047,LD-28_Run3,Illumina hiseq 2000,ERP005860,LD-28_Run3
ERR527170,WGS,200,2747855400,PRJEB6337,SAMEA2582048,1882080097,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,ena,gs","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492373,SAMEA2582048,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475278,SAMEA2582048,LD-28_Run5,Illumina hiseq 2000,ERP005860,LD-28_Run5
ERR527171,WGS,200,3621855200,PRJEB6337,SAMEA2582049,2732559610,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492374,SAMEA2582049,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475279,SAMEA2582049,LD-29_Run2,Illumina hiseq 2000,ERP005860,LD-29_Run2
ERR527172,WGS,200,6306002200,PRJEB6337,SAMEA2582050,4212775523,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492375,SAMEA2582050,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475280,SAMEA2582050,LD-3_Run5,Illumina hiseq 2000,ERP005860,LD-3_Run5
ERR527173,WGS,200,1037805600,PRJEB6337,SAMEA2582051,778788661,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492376,SAMEA2582051,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475281,SAMEA2582051,LD-30_Run2,Illumina hiseq 2000,ERP005860,LD-30_Run2
ERR527174,WGS,200,274485000,PRJEB6337,SAMEA2582052,197046852,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","gs,s3,ena","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492377,SAMEA2582052,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475282,SAMEA2582052,LD-30_Run3,Illumina hiseq 2000,ERP005860,LD-30_Run3
ERR527175,WGS,200,7876563600,PRJEB6337,SAMEA2582053,5586518082,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,ena,gs","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492378,SAMEA2582053,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475283,SAMEA2582053,LD-30_Run5,Illumina hiseq 2000,ERP005860,LD-30_Run5
ERR527176,WGS,200,658672200,PRJEB6337,SAMEA2582054,494385544,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492379,SAMEA2582054,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475284,SAMEA2582054,LD-31_Run2,Illumina hiseq 2000,ERP005860,LD-31_Run2
ERR527177,WGS,200,105257200,PRJEB6337,SAMEA2582055,75607923,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,s3,ena","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492380,SAMEA2582055,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475285,SAMEA2582055,LD-31_Run3,Illumina hiseq 2000,ERP005860,LD-31_Run3
ERR527178,WGS,200,2138958200,PRJEB6337,SAMEA2582056,1553156505,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492381,SAMEA2582056,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:12Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475286,SAMEA2582056,LD-31_Run4,Illumina hiseq 2000,ERP005860,LD-31_Run4
ERR527179,WGS,200,2493843200,PRJEB6337,SAMEA2582057,1834048266,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492382,SAMEA2582057,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475287,SAMEA2582057,LD-32_Run2,Illumina hiseq 2000,ERP005860,LD-32_Run2
ERR527180,WGS,200,1422837200,PRJEB6337,SAMEA2582058,983358987,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,gs,ena","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492383,SAMEA2582058,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475288,SAMEA2582058,LD-32_Run5,Illumina hiseq 2000,ERP005860,LD-32_Run5
ERR527181,WGS,124,4385428764,PRJEB6337,SAMEA2582059,3223763573,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492384,SAMEA2582059,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475289,SAMEA2582059,LD-33_Run2,Illumina hiseq 2000,ERP005860,LD-33_Run2
ERR527182,WGS,200,5732599400,PRJEB6337,SAMEA2582060,4320801409,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492385,SAMEA2582060,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475290,SAMEA2582060,LD-34_Run2,Illumina hiseq 2000,ERP005860,LD-34_Run2
ERR527183,WGS,200,13743745000,PRJEB6337,SAMEA2582061,9777352886,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,gs,ena","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492386,SAMEA2582061,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475291,SAMEA2582061,LD-35_Run3,Illumina hiseq 2000,ERP005860,LD-35_Run3
ERR527184,WGS,124,914471356,PRJEB6337,SAMEA2582062,676973202,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,gs,ena","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492387,SAMEA2582062,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475292,SAMEA2582062,LD-36_Run2,Illumina hiseq 2000,ERP005860,LD-36_Run2
ERR527185,WGS,200,983666600,PRJEB6337,SAMEA2582063,730121396,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,gs,ena","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492388,SAMEA2582063,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475293,SAMEA2582063,LD-36_Run3,Illumina hiseq 2000,ERP005860,LD-36_Run3
ERR527186,WGS,200,4284394200,PRJEB6337,SAMEA2582064,2983821053,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,gs,s3","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492389,SAMEA2582064,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475294,SAMEA2582064,LD-36_Run5,Illumina hiseq 2000,ERP005860,LD-36_Run5
ERR527187,WGS,200,3784822600,PRJEB6337,SAMEA2582065,2851959350,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,s3,gs","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492390,SAMEA2582065,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475295,SAMEA2582065,LD-37_Run2,Illumina hiseq 2000,ERP005860,LD-37_Run2
ERR527188,WGS,200,7539512400,PRJEB6337,SAMEA2582066,5612024720,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492391,SAMEA2582066,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475296,SAMEA2582066,LD-38_Run2,Illumina hiseq 2000,ERP005860,LD-38_Run2
ERR527189,WGS,200,10800874600,PRJEB6337,SAMEA2582067,8076324299,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","gs,ena,s3","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492392,SAMEA2582067,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475297,SAMEA2582067,LD-39_Run2,Illumina hiseq 2000,ERP005860,LD-39_Run2
ERR527190,WGS,200,4293678000,PRJEB6337,SAMEA2582068,3215474232,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492393,SAMEA2582068,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:12Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475298,SAMEA2582068,LD-4_Run1,Illumina hiseq 2000,ERP005860,LD-4_Run1
ERR527191,WGS,200,532757800,PRJEB6337,SAMEA2582069,397908370,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","gs,ena,s3","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492394,SAMEA2582069,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475299,SAMEA2582069,LD-40_Run2,Illumina hiseq 2000,ERP005860,LD-40_Run2
