sampleid	env	subject	bodysite	dataset
Hard.palate__159713063	Hard palate	159713063	Hard palate	HMP
L_Antecubital.fossa__159713063	L_Antecubital fossa	159713063	L_Antecubital fossa	HMP
Mid.vagina__159713063	Mid vagina	159713063	Mid vagina	HMP
Palatine.Tonsils__159713063	Palatine Tonsils	159713063	Palatine Tonsils	HMP
Posterior.fornix__159713063	Posterior fornix	159713063	Posterior fornix	HMP
R_Antecubital.fossa__159713063	R_Antecubital fossa	159713063	R_Antecubital fossa	HMP
Retroauricular.crease__159713063	Retroauricular crease	159713063	Retroauricular crease	HMP
Saliva__159713063	Saliva	159713063	Saliva	HMP
Stool__159713063	Stool	159713063	Stool	HMP
Subgingival.plaque__159713063	Subgingival plaque	159713063	Subgingival plaque	HMP
Supragingival.plaque__159713063	Supragingival plaque	159713063	Supragingival plaque	HMP
Throat__159713063	Throat	159713063	Throat	HMP
Tongue.dorsum__159713063	Tongue dorsum	159713063	Tongue dorsum	HMP
Vaginal.introitus__159713063	Vaginal introitus	159713063	Vaginal introitus	HMP
Anterior.nares__159733294	Anterior nares	159733294	Anterior nares	HMP
Attached.Keratinized.gingiva__159733294	Attached/Keratinized gingiva	159733294	Attached/Keratinized gingiva	HMP
Buccal.mucosa__159733294	Buccal mucosa	159733294	Buccal mucosa	HMP
Hard.palate__159733294	Hard palate	159733294	Hard palate	HMP
L_Antecubital.fossa__159733294	L_Antecubital fossa	159733294	L_Antecubital fossa	HMP
Mid.vagina__159733294	Mid vagina	159733294	Mid vagina	HMP
Palatine.Tonsils__159733294	Palatine Tonsils	159733294	Palatine Tonsils	HMP
Posterior.fornix__159733294	Posterior fornix	159733294	Posterior fornix	HMP
Retroauricular.crease__159733294	Retroauricular crease	159733294	Retroauricular crease	HMP
Saliva__159733294	Saliva	159733294	Saliva	HMP
Stool__159733294	Stool	159733294	Stool	HMP
Subgingival.plaque__159733294	Subgingival plaque	159733294	Subgingival plaque	HMP
Supragingival.plaque__159733294	Supragingival plaque	159733294	Supragingival plaque	HMP
Throat__159733294	Throat	159733294	Throat	HMP
Tongue.dorsum__159733294	Tongue dorsum	159733294	Tongue dorsum	HMP
Vaginal.introitus__159733294	Vaginal introitus	159733294	Vaginal introitus	HMP
Anterior.nares__159753524	Anterior nares	159753524	Anterior nares	HMP
Attached.Keratinized.gingiva__159753524	Attached/Keratinized gingiva	159753524	Attached/Keratinized gingiva	HMP
Buccal.mucosa__159753524	Buccal mucosa	159753524	Buccal mucosa	HMP
Hard.palate__159753524	Hard palate	159753524	Hard palate	HMP
L_Antecubital.fossa__159753524	L_Antecubital fossa	159753524	L_Antecubital fossa	HMP
Mid.vagina__159753524	Mid vagina	159753524	Mid vagina	HMP
Palatine.Tonsils__159753524	Palatine Tonsils	159753524	Palatine Tonsils	HMP
Posterior.fornix__159753524	Posterior fornix	159753524	Posterior fornix	HMP
R_Antecubital.fossa__159753524	R_Antecubital fossa	159753524	R_Antecubital fossa	HMP
Retroauricular.crease__159753524	Retroauricular crease	159753524	Retroauricular crease	HMP
Saliva__159753524	Saliva	159753524	Saliva	HMP
Stool__159753524	Stool	159753524	Stool	HMP
Subgingival.plaque__159753524	Subgingival plaque	159753524	Subgingival plaque	HMP
Supragingival.plaque__159753524	Supragingival plaque	159753524	Supragingival plaque	HMP
Throat__159753524	Throat	159753524	Throat	HMP
Tongue.dorsum__159753524	Tongue dorsum	159753524	Tongue dorsum	HMP
Vaginal.introitus__159753524	Vaginal introitus	159753524	Vaginal introitus	HMP
Anterior.nares__159814214	Anterior nares	159814214	Anterior nares	HMP
Attached.Keratinized.gingiva__159814214	Attached/Keratinized gingiva	159814214	Attached/Keratinized gingiva	HMP
Buccal.mucosa__159814214	Buccal mucosa	159814214	Buccal mucosa	HMP
Hard.palate__159814214	Hard palate	159814214	Hard palate	HMP
L_Antecubital.fossa__159814214	L_Antecubital fossa	159814214	L_Antecubital fossa	HMP
Palatine.Tonsils__159814214	Palatine Tonsils	159814214	Palatine Tonsils	HMP
R_Antecubital.fossa__159814214	R_Antecubital fossa	159814214	R_Antecubital fossa	HMP
Retroauricular.crease__159814214	Retroauricular crease	159814214	Retroauricular crease	HMP
Saliva__159814214	Saliva	159814214	Saliva	HMP
Stool__159814214	Stool	159814214	Stool	HMP
Subgingival.plaque__159814214	Subgingival plaque	159814214	Subgingival plaque	HMP
Supragingival.plaque__159814214	Supragingival plaque	159814214	Supragingival plaque	HMP
Throat__159814214	Throat	159814214	Throat	HMP
Tongue.dorsum__159814214	Tongue dorsum	159814214	Tongue dorsum	HMP
Anterior.nares__159915365	Anterior nares	159915365	Anterior nares	HMP
Attached.Keratinized.gingiva__159915365	Attached/Keratinized gingiva	159915365	Attached/Keratinized gingiva	HMP
Buccal.mucosa__159915365	Buccal mucosa	159915365	Buccal mucosa	HMP
Hard.palate__159915365	Hard palate	159915365	Hard palate	HMP
L_Antecubital.fossa__159915365	L_Antecubital fossa	159915365	L_Antecubital fossa	HMP
Mid.vagina__159915365	Mid vagina	159915365	Mid vagina	HMP
Palatine.Tonsils__159915365	Palatine Tonsils	159915365	Palatine Tonsils	HMP
Posterior.fornix__159915365	Posterior fornix	159915365	Posterior fornix	HMP
R_Antecubital.fossa__159915365	R_Antecubital fossa	159915365	R_Antecubital fossa	HMP
Retroauricular.crease__159915365	Retroauricular crease	159915365	Retroauricular crease	HMP
Saliva__159915365	Saliva	159915365	Saliva	HMP
Stool__159915365	Stool	159915365	Stool	HMP
Subgingival.plaque__159915365	Subgingival plaque	159915365	Subgingival plaque	HMP
Supragingival.plaque__159915365	Supragingival plaque	159915365	Supragingival plaque	HMP
Throat__159915365	Throat	159915365	Throat	HMP
Tongue.dorsum__159915365	Tongue dorsum	159915365	Tongue dorsum	HMP
Vaginal.introitus__159915365	Vaginal introitus	159915365	Vaginal introitus	HMP
Anterior.nares__160016515	Anterior nares	160016515	Anterior nares	HMP
Attached.Keratinized.gingiva__160016515	Attached/Keratinized gingiva	160016515	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160016515	Buccal mucosa	160016515	Buccal mucosa	HMP
Hard.palate__160016515	Hard palate	160016515	Hard palate	HMP
L_Antecubital.fossa__160016515	L_Antecubital fossa	160016515	L_Antecubital fossa	HMP
Mid.vagina__160016515	Mid vagina	160016515	Mid vagina	HMP
Palatine.Tonsils__160016515	Palatine Tonsils	160016515	Palatine Tonsils	HMP
Posterior.fornix__160016515	Posterior fornix	160016515	Posterior fornix	HMP
R_Antecubital.fossa__160016515	R_Antecubital fossa	160016515	R_Antecubital fossa	HMP
Retroauricular.crease__160016515	Retroauricular crease	160016515	Retroauricular crease	HMP
Saliva__160016515	Saliva	160016515	Saliva	HMP
Stool__160016515	Stool	160016515	Stool	HMP
Subgingival.plaque__160016515	Subgingival plaque	160016515	Subgingival plaque	HMP
Supragingival.plaque__160016515	Supragingival plaque	160016515	Supragingival plaque	HMP
Throat__160016515	Throat	160016515	Throat	HMP
Tongue.dorsum__160016515	Tongue dorsum	160016515	Tongue dorsum	HMP
Vaginal.introitus__160016515	Vaginal introitus	160016515	Vaginal introitus	HMP
Anterior.nares__160036745	Anterior nares	160036745	Anterior nares	HMP
Attached.Keratinized.gingiva__160036745	Attached/Keratinized gingiva	160036745	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160036745	Buccal mucosa	160036745	Buccal mucosa	HMP
Hard.palate__160036745	Hard palate	160036745	Hard palate	HMP
L_Antecubital.fossa__160036745	L_Antecubital fossa	160036745	L_Antecubital fossa	HMP
Mid.vagina__160036745	Mid vagina	160036745	Mid vagina	HMP
Palatine.Tonsils__160036745	Palatine Tonsils	160036745	Palatine Tonsils	HMP
Posterior.fornix__160036745	Posterior fornix	160036745	Posterior fornix	HMP
R_Antecubital.fossa__160036745	R_Antecubital fossa	160036745	R_Antecubital fossa	HMP
Retroauricular.crease__160036745	Retroauricular crease	160036745	Retroauricular crease	HMP
Saliva__160036745	Saliva	160036745	Saliva	HMP
Stool__160036745	Stool	160036745	Stool	HMP
Subgingival.plaque__160036745	Subgingival plaque	160036745	Subgingival plaque	HMP
Supragingival.plaque__160036745	Supragingival plaque	160036745	Supragingival plaque	HMP
Throat__160036745	Throat	160036745	Throat	HMP
Tongue.dorsum__160036745	Tongue dorsum	160036745	Tongue dorsum	HMP
Vaginal.introitus__160036745	Vaginal introitus	160036745	Vaginal introitus	HMP
Anterior.nares__160056975	Anterior nares	160056975	Anterior nares	HMP
Attached.Keratinized.gingiva__160056975	Attached/Keratinized gingiva	160056975	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160056975	Buccal mucosa	160056975	Buccal mucosa	HMP
Hard.palate__160056975	Hard palate	160056975	Hard palate	HMP
Palatine.Tonsils__160056975	Palatine Tonsils	160056975	Palatine Tonsils	HMP
R_Antecubital.fossa__160056975	R_Antecubital fossa	160056975	R_Antecubital fossa	HMP
Retroauricular.crease__160056975	Retroauricular crease	160056975	Retroauricular crease	HMP
Saliva__160056975	Saliva	160056975	Saliva	HMP
Stool__160056975	Stool	160056975	Stool	HMP
Subgingival.plaque__160056975	Subgingival plaque	160056975	Subgingival plaque	HMP
Supragingival.plaque__160056975	Supragingival plaque	160056975	Supragingival plaque	HMP
Throat__160056975	Throat	160056975	Throat	HMP
Tongue.dorsum__160056975	Tongue dorsum	160056975	Tongue dorsum	HMP
Anterior.nares__160097436	Anterior nares	160097436	Anterior nares	HMP
Attached.Keratinized.gingiva__160097436	Attached/Keratinized gingiva	160097436	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160097436	Buccal mucosa	160097436	Buccal mucosa	HMP
Hard.palate__160097436	Hard palate	160097436	Hard palate	HMP
L_Antecubital.fossa__160097436	L_Antecubital fossa	160097436	L_Antecubital fossa	HMP
Palatine.Tonsils__160097436	Palatine Tonsils	160097436	Palatine Tonsils	HMP
R_Antecubital.fossa__160097436	R_Antecubital fossa	160097436	R_Antecubital fossa	HMP
Retroauricular.crease__160097436	Retroauricular crease	160097436	Retroauricular crease	HMP
Saliva__160097436	Saliva	160097436	Saliva	HMP
Stool__160097436	Stool	160097436	Stool	HMP
Subgingival.plaque__160097436	Subgingival plaque	160097436	Subgingival plaque	HMP
Supragingival.plaque__160097436	Supragingival plaque	160097436	Supragingival plaque	HMP
Throat__160097436	Throat	160097436	Throat	HMP
Tongue.dorsum__160097436	Tongue dorsum	160097436	Tongue dorsum	HMP
Anterior.nares__160137896	Anterior nares	160137896	Anterior nares	HMP
Attached.Keratinized.gingiva__160137896	Attached/Keratinized gingiva	160137896	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160137896	Buccal mucosa	160137896	Buccal mucosa	HMP
Hard.palate__160137896	Hard palate	160137896	Hard palate	HMP
L_Antecubital.fossa__160137896	L_Antecubital fossa	160137896	L_Antecubital fossa	HMP
Mid.vagina__160137896	Mid vagina	160137896	Mid vagina	HMP
Palatine.Tonsils__160137896	Palatine Tonsils	160137896	Palatine Tonsils	HMP
Posterior.fornix__160137896	Posterior fornix	160137896	Posterior fornix	HMP
R_Antecubital.fossa__160137896	R_Antecubital fossa	160137896	R_Antecubital fossa	HMP
Retroauricular.crease__160137896	Retroauricular crease	160137896	Retroauricular crease	HMP
Saliva__160137896	Saliva	160137896	Saliva	HMP
Stool__160137896	Stool	160137896	Stool	HMP
Subgingival.plaque__160137896	Subgingival plaque	160137896	Subgingival plaque	HMP
Supragingival.plaque__160137896	Supragingival plaque	160137896	Supragingival plaque	HMP
Throat__160137896	Throat	160137896	Throat	HMP
Tongue.dorsum__160137896	Tongue dorsum	160137896	Tongue dorsum	HMP
Vaginal.introitus__160137896	Vaginal introitus	160137896	Vaginal introitus	HMP
Anterior.nares__160158126	Anterior nares	160158126	Anterior nares	HMP
Attached.Keratinized.gingiva__160158126	Attached/Keratinized gingiva	160158126	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160158126	Buccal mucosa	160158126	Buccal mucosa	HMP
Hard.palate__160158126	Hard palate	160158126	Hard palate	HMP
L_Antecubital.fossa__160158126	L_Antecubital fossa	160158126	L_Antecubital fossa	HMP
Palatine.Tonsils__160158126	Palatine Tonsils	160158126	Palatine Tonsils	HMP
R_Antecubital.fossa__160158126	R_Antecubital fossa	160158126	R_Antecubital fossa	HMP
Retroauricular.crease__160158126	Retroauricular crease	160158126	Retroauricular crease	HMP
Saliva__160158126	Saliva	160158126	Saliva	HMP
Stool__160158126	Stool	160158126	Stool	HMP
Subgingival.plaque__160158126	Subgingival plaque	160158126	Subgingival plaque	HMP
Supragingival.plaque__160158126	Supragingival plaque	160158126	Supragingival plaque	HMP
Throat__160158126	Throat	160158126	Throat	HMP
Tongue.dorsum__160158126	Tongue dorsum	160158126	Tongue dorsum	HMP
Anterior.nares__160178356	Anterior nares	160178356	Anterior nares	HMP
Attached.Keratinized.gingiva__160178356	Attached/Keratinized gingiva	160178356	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160178356	Buccal mucosa	160178356	Buccal mucosa	HMP
Hard.palate__160178356	Hard palate	160178356	Hard palate	HMP
L_Antecubital.fossa__160178356	L_Antecubital fossa	160178356	L_Antecubital fossa	HMP
Palatine.Tonsils__160178356	Palatine Tonsils	160178356	Palatine Tonsils	HMP
R_Antecubital.fossa__160178356	R_Antecubital fossa	160178356	R_Antecubital fossa	HMP
Retroauricular.crease__160178356	Retroauricular crease	160178356	Retroauricular crease	HMP
Saliva__160178356	Saliva	160178356	Saliva	HMP
Stool__160178356	Stool	160178356	Stool	HMP
Subgingival.plaque__160178356	Subgingival plaque	160178356	Subgingival plaque	HMP
Supragingival.plaque__160178356	Supragingival plaque	160178356	Supragingival plaque	HMP
Throat__160178356	Throat	160178356	Throat	HMP
Tongue.dorsum__160178356	Tongue dorsum	160178356	Tongue dorsum	HMP
Anterior.nares__160218816	Anterior nares	160218816	Anterior nares	HMP
Attached.Keratinized.gingiva__160218816	Attached/Keratinized gingiva	160218816	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160218816	Buccal mucosa	160218816	Buccal mucosa	HMP
Hard.palate__160218816	Hard palate	160218816	Hard palate	HMP
L_Antecubital.fossa__160218816	L_Antecubital fossa	160218816	L_Antecubital fossa	HMP
Palatine.Tonsils__160218816	Palatine Tonsils	160218816	Palatine Tonsils	HMP
R_Antecubital.fossa__160218816	R_Antecubital fossa	160218816	R_Antecubital fossa	HMP
Retroauricular.crease__160218816	Retroauricular crease	160218816	Retroauricular crease	HMP
Saliva__160218816	Saliva	160218816	Saliva	HMP
Stool__160218816	Stool	160218816	Stool	HMP
Subgingival.plaque__160218816	Subgingival plaque	160218816	Subgingival plaque	HMP
Supragingival.plaque__160218816	Supragingival plaque	160218816	Supragingival plaque	HMP
Throat__160218816	Throat	160218816	Throat	HMP
Tongue.dorsum__160218816	Tongue dorsum	160218816	Tongue dorsum	HMP
Anterior.nares__160239046	Anterior nares	160239046	Anterior nares	HMP
Attached.Keratinized.gingiva__160239046	Attached/Keratinized gingiva	160239046	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160239046	Buccal mucosa	160239046	Buccal mucosa	HMP
Hard.palate__160239046	Hard palate	160239046	Hard palate	HMP
L_Antecubital.fossa__160239046	L_Antecubital fossa	160239046	L_Antecubital fossa	HMP
Palatine.Tonsils__160239046	Palatine Tonsils	160239046	Palatine Tonsils	HMP
Retroauricular.crease__160239046	Retroauricular crease	160239046	Retroauricular crease	HMP
Saliva__160239046	Saliva	160239046	Saliva	HMP
Stool__160239046	Stool	160239046	Stool	HMP
Subgingival.plaque__160239046	Subgingival plaque	160239046	Subgingival plaque	HMP
Supragingival.plaque__160239046	Supragingival plaque	160239046	Supragingival plaque	HMP
Throat__160239046	Throat	160239046	Throat	HMP
Tongue.dorsum__160239046	Tongue dorsum	160239046	Tongue dorsum	HMP
Anterior.nares__160259276	Anterior nares	160259276	Anterior nares	HMP
Attached.Keratinized.gingiva__160259276	Attached/Keratinized gingiva	160259276	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160259276	Buccal mucosa	160259276	Buccal mucosa	HMP
Hard.palate__160259276	Hard palate	160259276	Hard palate	HMP
L_Antecubital.fossa__160259276	L_Antecubital fossa	160259276	L_Antecubital fossa	HMP
Mid.vagina__160259276	Mid vagina	160259276	Mid vagina	HMP
Palatine.Tonsils__160259276	Palatine Tonsils	160259276	Palatine Tonsils	HMP
Posterior.fornix__160259276	Posterior fornix	160259276	Posterior fornix	HMP
R_Antecubital.fossa__160259276	R_Antecubital fossa	160259276	R_Antecubital fossa	HMP
Retroauricular.crease__160259276	Retroauricular crease	160259276	Retroauricular crease	HMP
Saliva__160259276	Saliva	160259276	Saliva	HMP
Stool__160259276	Stool	160259276	Stool	HMP
Subgingival.plaque__160259276	Subgingival plaque	160259276	Subgingival plaque	HMP
Supragingival.plaque__160259276	Supragingival plaque	160259276	Supragingival plaque	HMP
Throat__160259276	Throat	160259276	Throat	HMP
Tongue.dorsum__160259276	Tongue dorsum	160259276	Tongue dorsum	HMP
Vaginal.introitus__160259276	Vaginal introitus	160259276	Vaginal introitus	HMP
Anterior.nares__160319967	Anterior nares	160319967	Anterior nares	HMP
Attached.Keratinized.gingiva__160319967	Attached/Keratinized gingiva	160319967	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160319967	Buccal mucosa	160319967	Buccal mucosa	HMP
Hard.palate__160319967	Hard palate	160319967	Hard palate	HMP
L_Antecubital.fossa__160319967	L_Antecubital fossa	160319967	L_Antecubital fossa	HMP
Mid.vagina__160319967	Mid vagina	160319967	Mid vagina	HMP
Palatine.Tonsils__160319967	Palatine Tonsils	160319967	Palatine Tonsils	HMP
Posterior.fornix__160319967	Posterior fornix	160319967	Posterior fornix	HMP
R_Antecubital.fossa__160319967	R_Antecubital fossa	160319967	R_Antecubital fossa	HMP
Retroauricular.crease__160319967	Retroauricular crease	160319967	Retroauricular crease	HMP
Saliva__160319967	Saliva	160319967	Saliva	HMP
Stool__160319967	Stool	160319967	Stool	HMP
Subgingival.plaque__160319967	Subgingival plaque	160319967	Subgingival plaque	HMP
Supragingival.plaque__160319967	Supragingival plaque	160319967	Supragingival plaque	HMP
Throat__160319967	Throat	160319967	Throat	HMP
Tongue.dorsum__160319967	Tongue dorsum	160319967	Tongue dorsum	HMP
Vaginal.introitus__160319967	Vaginal introitus	160319967	Vaginal introitus	HMP
Anterior.nares__160340197	Anterior nares	160340197	Anterior nares	HMP
Attached.Keratinized.gingiva__160340197	Attached/Keratinized gingiva	160340197	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160340197	Buccal mucosa	160340197	Buccal mucosa	HMP
Hard.palate__160340197	Hard palate	160340197	Hard palate	HMP
L_Antecubital.fossa__160340197	L_Antecubital fossa	160340197	L_Antecubital fossa	HMP
Palatine.Tonsils__160340197	Palatine Tonsils	160340197	Palatine Tonsils	HMP
R_Antecubital.fossa__160340197	R_Antecubital fossa	160340197	R_Antecubital fossa	HMP
Retroauricular.crease__160340197	Retroauricular crease	160340197	Retroauricular crease	HMP
Saliva__160340197	Saliva	160340197	Saliva	HMP
Subgingival.plaque__160340197	Subgingival plaque	160340197	Subgingival plaque	HMP
Supragingival.plaque__160340197	Supragingival plaque	160340197	Supragingival plaque	HMP
Throat__160340197	Throat	160340197	Throat	HMP
Tongue.dorsum__160340197	Tongue dorsum	160340197	Tongue dorsum	HMP
Anterior.nares__160380657	Anterior nares	160380657	Anterior nares	HMP
Attached.Keratinized.gingiva__160380657	Attached/Keratinized gingiva	160380657	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160380657	Buccal mucosa	160380657	Buccal mucosa	HMP
Hard.palate__160380657	Hard palate	160380657	Hard palate	HMP
L_Antecubital.fossa__160380657	L_Antecubital fossa	160380657	L_Antecubital fossa	HMP
Palatine.Tonsils__160380657	Palatine Tonsils	160380657	Palatine Tonsils	HMP
R_Antecubital.fossa__160380657	R_Antecubital fossa	160380657	R_Antecubital fossa	HMP
Retroauricular.crease__160380657	Retroauricular crease	160380657	Retroauricular crease	HMP
Saliva__160380657	Saliva	160380657	Saliva	HMP
Stool__160380657	Stool	160380657	Stool	HMP
Subgingival.plaque__160380657	Subgingival plaque	160380657	Subgingival plaque	HMP
Supragingival.plaque__160380657	Supragingival plaque	160380657	Supragingival plaque	HMP
Throat__160380657	Throat	160380657	Throat	HMP
Tongue.dorsum__160380657	Tongue dorsum	160380657	Tongue dorsum	HMP
Anterior.nares__160400887	Anterior nares	160400887	Anterior nares	HMP
Attached.Keratinized.gingiva__160400887	Attached/Keratinized gingiva	160400887	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160400887	Buccal mucosa	160400887	Buccal mucosa	HMP
Hard.palate__160400887	Hard palate	160400887	Hard palate	HMP
L_Antecubital.fossa__160400887	L_Antecubital fossa	160400887	L_Antecubital fossa	HMP
Palatine.Tonsils__160400887	Palatine Tonsils	160400887	Palatine Tonsils	HMP
R_Antecubital.fossa__160400887	R_Antecubital fossa	160400887	R_Antecubital fossa	HMP
Retroauricular.crease__160400887	Retroauricular crease	160400887	Retroauricular crease	HMP
Saliva__160400887	Saliva	160400887	Saliva	HMP
Stool__160400887	Stool	160400887	Stool	HMP
Subgingival.plaque__160400887	Subgingival plaque	160400887	Subgingival plaque	HMP
Supragingival.plaque__160400887	Supragingival plaque	160400887	Supragingival plaque	HMP
Throat__160400887	Throat	160400887	Throat	HMP
Tongue.dorsum__160400887	Tongue dorsum	160400887	Tongue dorsum	HMP
Anterior.nares__160421117	Anterior nares	160421117	Anterior nares	HMP
Attached.Keratinized.gingiva__160421117	Attached/Keratinized gingiva	160421117	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160421117	Buccal mucosa	160421117	Buccal mucosa	HMP
Hard.palate__160421117	Hard palate	160421117	Hard palate	HMP
L_Antecubital.fossa__160421117	L_Antecubital fossa	160421117	L_Antecubital fossa	HMP
Palatine.Tonsils__160421117	Palatine Tonsils	160421117	Palatine Tonsils	HMP
R_Antecubital.fossa__160421117	R_Antecubital fossa	160421117	R_Antecubital fossa	HMP
Retroauricular.crease__160421117	Retroauricular crease	160421117	Retroauricular crease	HMP
Saliva__160421117	Saliva	160421117	Saliva	HMP
Stool__160421117	Stool	160421117	Stool	HMP
Subgingival.plaque__160421117	Subgingival plaque	160421117	Subgingival plaque	HMP
Supragingival.plaque__160421117	Supragingival plaque	160421117	Supragingival plaque	HMP
Throat__160421117	Throat	160421117	Throat	HMP
Tongue.dorsum__160421117	Tongue dorsum	160421117	Tongue dorsum	HMP
Anterior.nares__160441347	Anterior nares	160441347	Anterior nares	HMP
Attached.Keratinized.gingiva__160441347	Attached/Keratinized gingiva	160441347	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160441347	Buccal mucosa	160441347	Buccal mucosa	HMP
Hard.palate__160441347	Hard palate	160441347	Hard palate	HMP
L_Antecubital.fossa__160441347	L_Antecubital fossa	160441347	L_Antecubital fossa	HMP
Palatine.Tonsils__160441347	Palatine Tonsils	160441347	Palatine Tonsils	HMP
R_Antecubital.fossa__160441347	R_Antecubital fossa	160441347	R_Antecubital fossa	HMP
Retroauricular.crease__160441347	Retroauricular crease	160441347	Retroauricular crease	HMP
Saliva__160441347	Saliva	160441347	Saliva	HMP
Stool__160441347	Stool	160441347	Stool	HMP
Subgingival.plaque__160441347	Subgingival plaque	160441347	Subgingival plaque	HMP
Supragingival.plaque__160441347	Supragingival plaque	160441347	Supragingival plaque	HMP
Throat__160441347	Throat	160441347	Throat	HMP
Tongue.dorsum__160441347	Tongue dorsum	160441347	Tongue dorsum	HMP
Anterior.nares__160461578	Anterior nares	160461578	Anterior nares	HMP
Attached.Keratinized.gingiva__160461578	Attached/Keratinized gingiva	160461578	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160461578	Buccal mucosa	160461578	Buccal mucosa	HMP
Hard.palate__160461578	Hard palate	160461578	Hard palate	HMP
L_Antecubital.fossa__160461578	L_Antecubital fossa	160461578	L_Antecubital fossa	HMP
Palatine.Tonsils__160461578	Palatine Tonsils	160461578	Palatine Tonsils	HMP
R_Antecubital.fossa__160461578	R_Antecubital fossa	160461578	R_Antecubital fossa	HMP
Retroauricular.crease__160461578	Retroauricular crease	160461578	Retroauricular crease	HMP
Saliva__160461578	Saliva	160461578	Saliva	HMP
Stool__160461578	Stool	160461578	Stool	HMP
Subgingival.plaque__160461578	Subgingival plaque	160461578	Subgingival plaque	HMP
Supragingival.plaque__160461578	Supragingival plaque	160461578	Supragingival plaque	HMP
Throat__160461578	Throat	160461578	Throat	HMP
Tongue.dorsum__160461578	Tongue dorsum	160461578	Tongue dorsum	HMP
Anterior.nares__160481808	Anterior nares	160481808	Anterior nares	HMP
Attached.Keratinized.gingiva__160481808	Attached/Keratinized gingiva	160481808	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160481808	Buccal mucosa	160481808	Buccal mucosa	HMP
Hard.palate__160481808	Hard palate	160481808	Hard palate	HMP
L_Antecubital.fossa__160481808	L_Antecubital fossa	160481808	L_Antecubital fossa	HMP
Palatine.Tonsils__160481808	Palatine Tonsils	160481808	Palatine Tonsils	HMP
R_Antecubital.fossa__160481808	R_Antecubital fossa	160481808	R_Antecubital fossa	HMP
Retroauricular.crease__160481808	Retroauricular crease	160481808	Retroauricular crease	HMP
Saliva__160481808	Saliva	160481808	Saliva	HMP
Stool__160481808	Stool	160481808	Stool	HMP
Subgingival.plaque__160481808	Subgingival plaque	160481808	Subgingival plaque	HMP
Supragingival.plaque__160481808	Supragingival plaque	160481808	Supragingival plaque	HMP
Throat__160481808	Throat	160481808	Throat	HMP
Tongue.dorsum__160481808	Tongue dorsum	160481808	Tongue dorsum	HMP
Anterior.nares__160502038	Anterior nares	160502038	Anterior nares	HMP
Attached.Keratinized.gingiva__160502038	Attached/Keratinized gingiva	160502038	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160502038	Buccal mucosa	160502038	Buccal mucosa	HMP
Hard.palate__160502038	Hard palate	160502038	Hard palate	HMP
L_Antecubital.fossa__160502038	L_Antecubital fossa	160502038	L_Antecubital fossa	HMP
Mid.vagina__160502038	Mid vagina	160502038	Mid vagina	HMP
Palatine.Tonsils__160502038	Palatine Tonsils	160502038	Palatine Tonsils	HMP
Posterior.fornix__160502038	Posterior fornix	160502038	Posterior fornix	HMP
R_Antecubital.fossa__160502038	R_Antecubital fossa	160502038	R_Antecubital fossa	HMP
Retroauricular.crease__160502038	Retroauricular crease	160502038	Retroauricular crease	HMP
Saliva__160502038	Saliva	160502038	Saliva	HMP
Stool__160502038	Stool	160502038	Stool	HMP
Subgingival.plaque__160502038	Subgingival plaque	160502038	Subgingival plaque	HMP
Supragingival.plaque__160502038	Supragingival plaque	160502038	Supragingival plaque	HMP
Throat__160502038	Throat	160502038	Throat	HMP
Tongue.dorsum__160502038	Tongue dorsum	160502038	Tongue dorsum	HMP
Vaginal.introitus__160502038	Vaginal introitus	160502038	Vaginal introitus	HMP
Anterior.nares__160542498	Anterior nares	160542498	Anterior nares	HMP
Attached.Keratinized.gingiva__160542498	Attached/Keratinized gingiva	160542498	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160542498	Buccal mucosa	160542498	Buccal mucosa	HMP
Hard.palate__160542498	Hard palate	160542498	Hard palate	HMP
L_Antecubital.fossa__160542498	L_Antecubital fossa	160542498	L_Antecubital fossa	HMP
Palatine.Tonsils__160542498	Palatine Tonsils	160542498	Palatine Tonsils	HMP
R_Antecubital.fossa__160542498	R_Antecubital fossa	160542498	R_Antecubital fossa	HMP
Retroauricular.crease__160542498	Retroauricular crease	160542498	Retroauricular crease	HMP
Saliva__160542498	Saliva	160542498	Saliva	HMP
Stool__160542498	Stool	160542498	Stool	HMP
Subgingival.plaque__160542498	Subgingival plaque	160542498	Subgingival plaque	HMP
